"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 21:54:56 GMT 2023","Tue Apr 18 21:54:58 GMT 2023","1937","","PortioTest","","PortioTest","deleteProfileTest","Delete profile",""
"passed","Tue Apr 18 21:55:03 GMT 2023","Tue Apr 18 21:55:04 GMT 2023","1521","","PortioTest","","PortioTest","saveImageTest","Save image",""
"passed","Tue Apr 18 21:54:42 GMT 2023","Tue Apr 18 21:54:54 GMT 2023","12472","","PortioTest","","PortioTest","blogArticleTest","Article names",""
"passed","Tue Apr 18 21:54:40 GMT 2023","Tue Apr 18 21:54:42 GMT 2023","1508","","PortioTest","","PortioTest","loginWithNewlyRegisteredUserTest","Login with new user",""
"passed","Tue Apr 18 21:54:58 GMT 2023","Tue Apr 18 21:55:02 GMT 2023","3605","","PortioTest","","PortioTest","loginWithMultipleUsersFromFileTest","Login with multiple users",""
"passed","Tue Apr 18 21:55:04 GMT 2023","Tue Apr 18 21:55:06 GMT 2023","1581","","PortioTest","","PortioTest","editProfileTest","Edit profile",""
"passed","Tue Apr 18 21:54:54 GMT 2023","Tue Apr 18 21:54:56 GMT 2023","1643","","PortioTest","","PortioTest","logoutTest","Logout",""
"passed","Tue Apr 18 21:55:02 GMT 2023","Tue Apr 18 21:55:03 GMT 2023","1153","","PortioTest","","PortioTest","loginWithExistingUserTest","Login with existing user",""
"passed","Tue Apr 18 21:54:37 GMT 2023","Tue Apr 18 21:54:40 GMT 2023","2804","","PortioTest","","PortioTest","registerTest","Registration",""
