"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 23:33:35 GMT 2023","Tue Apr 18 23:33:37 GMT 2023","1487","","ProfileTest","","ProfileTest","deleteProfileTest","Delete profile",""
"passed","Tue Apr 18 23:33:37 GMT 2023","Tue Apr 18 23:33:39 GMT 2023","1631","","ProfileTest","","ProfileTest","editProfileTest","Edit profile",""
"passed","Tue Apr 18 23:33:26 GMT 2023","Tue Apr 18 23:33:29 GMT 2023","3395","","LoginTest","","LoginTest","loginWithNewlyRegisteredUserTest","Login with new user",""
"passed","Tue Apr 18 23:33:34 GMT 2023","Tue Apr 18 23:33:35 GMT 2023","938","","LoginTest","","LoginTest","loginWithExistingUserTest","Login with existing user",""
"passed","Tue Apr 18 23:33:52 GMT 2023","Tue Apr 18 23:33:53 GMT 2023","798","","RegisterTest","","RegisterTest","registerTest","Registration",""
"passed","Tue Apr 18 23:33:51 GMT 2023","Tue Apr 18 23:33:52 GMT 2023","1344","","FileSaveTest","","FileSaveTest","saveImageTest","Save image",""
"passed","Tue Apr 18 23:33:32 GMT 2023","Tue Apr 18 23:33:34 GMT 2023","2940","","LoginTest","","LoginTest","loginWithMultipleUsersFromFileTest","Login with multiple users",""
"passed","Tue Apr 18 23:33:31 GMT 2023","Tue Apr 18 23:33:32 GMT 2023","983","","LoginTest","","LoginTest","loginFunctionTest","Login function test",""
"passed","Tue Apr 18 23:33:39 GMT 2023","Tue Apr 18 23:33:51 GMT 2023","12392","","BlogTest","","BlogTest","blogArticleTest","Article names",""
"passed","Tue Apr 18 23:33:29 GMT 2023","Tue Apr 18 23:33:31 GMT 2023","1535","","LoginTest","","LoginTest","logoutTest","Logout",""
